,SabioReactionID,Name,Role,Smiles
49126,13262,Phenolphthalein,Product,Oc1ccc(cc1)C3(OC(=O)c2ccccc23)(c4ccc(O)cc4)
49127,13262,Phenolphthalein beta-D-glucuronide,Substrate,c1ccc2c(c1)C(=O)OC2(c3ccc(cc3)O)c4ccc(cc4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)C(=O)O)O)O)O
49160,13271,Adenine,Substrate,Nc1ncnc2ncnc12
49161,13271,Hypoxanthine,Product,O=C1NC=Nc2ncnc12
49162,13271,Adenosine,Product,Nc3ncnc1c3(ncn1C2OC(CO)C(O)C2(O))
49163,13271,Inosine,Substrate,OCC1OC(C(O)C1(O))n3cnc2C(=O)NC=Nc23
49164,13272,H+,Substrate,[H]
49165,13272,NADPH,Substrate,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
49166,13272,NADP+,Product,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
49167,13272,"5beta-Pregnan-3beta,20alpha-diol",Product,CC([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@@H](C4)O)C)C)O
49168,13272,3beta-Hydroxy-5beta-pregnan-20-one,Substrate,[H]C4(O)(CCC2(C)(C([H])(CCC1([H])(C3([H])(CCC(C(C)=O)C3(C)(CCC12([H])))))C4))
49169,13273,NAD+,Substrate,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N
49170,13273,NADH,Product,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
49171,13273,H+,Product,[H]
49172,13273,Geranial,Product,[H]C(=O)C=C(C)CCC=C(C)C
49173,13273,Geraniol,Substrate,CC(C)=CCCC(C)=CCO
49178,13275,H2O,Substrate,[H]O[H]
49179,13275,L-Aspartate,Product,NC(CC(O)=O)C(O)=O
49180,13275,L-Serine,Product,NC(CO)C(O)=O
49181,13275,Asp-Ser,Substrate,O=C(O)C(NC(=O)C(N)CC(O)=O)CO
49210,13283,NAD+,Product,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N
49211,13283,NADH,Substrate,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
49212,13283,H+,Substrate,[H]
49213,13283,H2O,Product,[H]O[H]
49214,13283,O2,Substrate,O=O
49215,13283,4-Hydroxymandelonitrile,Product,N#CC(O)c1ccc(O)cc1
49216,13283,4-Hydroxyphenylacetaldoxime,Substrate,ON=CCc1ccc(O)cc1
49217,13284,ATP,Substrate,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O))
49218,13284,ADP,Product,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O))
49219,13284,Phosphate,Product,OP(O)(O)=O
49220,13284,H2O,Substrate,[H]O[H]
49221,13284,L-Aspartate,Substrate,NC(CC(O)=O)C(O)=O
49222,13284,L-Aspartate,Product,NC(CC(O)=O)C(O)=O
49235,13287,ATP,Substrate,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O))
49236,13287,Coenzyme A,Substrate,CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCS
49237,13287,Diphosphate,Product,OP(O)(=O)OP(O)(O)=O
49238,13287,AMP,Product,Nc3ncnc1c3(ncn1C2OC(COP(O)(O)=O)C(O)C2(O))
49239,13287,4-Methylbenzoate,Substrate,Cc1ccc(cc1)C(O)=O
49240,13287,4-Methylbenzoyl-CoA,Product,CC1=CC=C(C=C1)C(=O)SNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3N=CN=C4N)O)OP(=O)(O)O)O
49265,13293,AMP,Product,Nc3ncnc1c3(ncn1C2OC(COP(O)(O)=O)C(O)C2(O))
49266,13293,Adenylylsulfate,Substrate,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OS(O)(=O)=O)C(O)C2(O))
49267,13293,"1,4-Dithiothreitol",Substrate,OC(CS)C(O)CS
49268,13293,Oxidized dithiothreitol,Product,OC1CSSCC1(O)
49269,13293,Sulfite,Product,OS(O)=O
49278,13296,Phosphate,Product,OP(O)(O)=O
49279,13296,H2O,Substrate,[H]O[H]
49280,13296,D-Galactose 1-phosphate,Substrate,OCC1OC(OP(O)(O)=O)C(O)C(O)C1(O)
49281,13296,D-Galactose,Product,OCC1OC(O)C(O)C(O)C1(O)
49282,13297,GDP,Substrate,NC=1NC(=O)c2ncn(c2(N=1))C3OC(COP(O)(=O)OP(O)(O)=O)C(O)C3(O)
49283,13297,Guanosine 5'-phosphate,Product,NC=1NC(=O)c2ncn(c2(N=1))C3OC(COP(O)(O)=O)C(O)C3(O)
49284,13297,D-Glucose 6-phosphate,Product,OC1OC(COP(O)(O)=O)C(O)C(O)C1(O)
49285,13297,D-Glucose,Substrate,OCC1OC(O)C(O)C(O)C1(O)
49286,13298,Diphosphate,Product,OP(O)(=O)OP(O)(O)=O
49287,13298,Dimethylallyl diphosphate,Substrate,CC(C)=CCOP(O)(=O)OP(O)(O)=O
49288,13298,Isopentenyl diphosphate,Substrate,CC(=C)CCOP(O)(=O)OP(O)(O)=O
49289,13298,"trans,trans-Farnesyl diphosphate",Product,CC(C)=CCCC(C)=CCCC(C)=CCOP(O)(=O)OP(O)(O)=O
49295,13300,Estradiol-17beta-glucuronide,Substrate,[H]C23(CCC4(C)(C(CCC4([H])(C3([H])(CCc1cc(O)ccc12)))OC5OC(C(=O)[O-])C(O)C(O)C5(O)))
49296,13300,Estradiol-17beta-glucuronide,Product,[H]C23(CCC4(C)(C(CCC4([H])(C3([H])(CCc1cc(O)ccc12)))OC5OC(C(=O)[O-])C(O)C(O)C5(O)))
49297,13301,Leukotriene C4,Substrate,CCCCCC=CCC=CC=CC=CC(C(O)CCCC(O)=O)SCC(NC(=O)CCC(N)C(O)=O)C(=O)NCC(O)=O
49298,13301,Leukotriene C4,Product,CCCCCC=CCC=CC=CC=CC(C(O)CCCC(O)=O)SCC(NC(=O)CCC(N)C(O)=O)C(=O)NCC(O)=O
49301,13303,Estrone 3-sulfate,Substrate,CC23(CCC1c4ccc(cc4(CCC1C3(CCC2(=O))))OS(O)(=O)=O)
49302,13303,Estrone 3-sulfate,Product,CC23(CCC1c4ccc(cc4(CCC1C3(CCC2(=O))))OS(O)(=O)=O)
49303,13304,Ochratoxin A,Substrate,CC2Cc3c(cc(C(=O)NC(Cc1ccccc1)C(O)=O)c(O)c3(C(=O)O2))Cl
49304,13304,Ochratoxin A,Product,CC2Cc3c(cc(C(=O)NC(Cc1ccccc1)C(O)=O)c(O)c3(C(=O)O2))Cl
49305,13305,H+,Substrate,[H]
49306,13305,H2O,Product,[H]O[H]
49307,13305,L-Tryptophan,Substrate,NC(Cc1cnc2ccccc12)C(O)=O
49308,13305,NADPH,Substrate,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
49309,13305,NADP+,Product,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
49310,13305,O2,Substrate,O=O
49311,13305,CO2,Product,O=C=O
49312,13305,Indole-3-acetaldoxime,Product,ON=CCc1cnc2ccccc12
49313,13306,L-Methionine,Product,CSCCC(N)C(O)=O
49314,13306,L-Homocysteine,Substrate,NC(CCS)C(O)=O
49315,13306,S-Methyl-L-methionine,Substrate,C[S+](C)CCC(N)C(O)=O
49356,13317,H2O,Substrate,[H]O[H]
49357,13317,L-Lysine,Product,NCCCCC(N)C(O)=O
49358,13317,Tyr-Gly-Gly-Phe-Leu-Arg-Arg-Ile-Arg-Pro-Lys-Leu,Product,[H]/N=C(\N)/NCCC[C@@H](C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CCCN/C(=N/[H])/N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)O)NC(=O)[C@H](CCCN/C(=N/[H])/N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)[C@H](Cc3ccc(cc3)O)N
49359,13317,Dynorphin A (1-13),Substrate,[H]/N=C(\N)/NCCC[C@@H](C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CCCN/C(=N/[H])/N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)[C@H](CCCN/C(=N/[H])/N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)[C@H](Cc3ccc(cc3)O)N
49364,13319,H2O,Substrate,[H]O[H]
49365,13319,L-Phenylalanine,Product,NC(Cc1ccccc1)C(O)=O
49366,13319,4-Nitroaniline,Product,Nc1ccc(cc1)[N+](=O)[O-]
49367,13319,L-Phenylalanine-p-nitroanilide,Substrate,C1=CC=C(C=C1)C[C@@H](C(=O)NC2=CC=C(C=C2)[N+](=O)[O-])N
49368,13320,Lipoamide,Product,NC(=O)CCCCC1CCSS1
49369,13320,Dihydrolipoamide,Substrate,NC(=O)CCCCC(CCS)S
49370,13320,Reduced glutathione,Product,NC(CCC(=O)NC(CS)C(=O)NCC(O)=O)C(O)=O
49371,13320,Oxidized glutathione,Substrate,NC(CCC(=O)NC(CSSCC(NC(=O)CCC(N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O
49372,13321,H+,Substrate,[H]
49373,13321,H2O,Product,[H]O[H]
49374,13321,NADPH,Substrate,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
49375,13321,NADP+,Product,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
49376,13321,O2,Substrate,O=O
49377,13321,Estradiol-17beta,Substrate,[H]C23(CCC4(C)(C(O)CCC4([H])(C3([H])(CCc1cc(O)ccc12))))
49378,13321,4-Hydroxyestradiol-17beta,Product,[H]C23(CCC4(C)(C(O)CCC4([H])(C3([H])(CCc1c(O)c(O)ccc12))))
49393,13327,H2O,Substrate,[H]O[H]
49394,13327,Hydantoin,Substrate,O=C1CNC(=O)N1
49395,13327,Hydantoic acid,Product,C(C(=O)O)NC(=O)N
49402,13330,H2O,Substrate,[H]O[H]
49403,13330,Oxalureate,Product,NC(=O)NC(=O)C(O)=O
49404,13330,Parabanic acid,Substrate,C1(=O)C(=O)NC(=O)N1
49405,13331,H2O,Substrate,[H]O[H]
49406,13331,2-(Carbamothioylamino)acetic acid,Product,C(C(=O)O)NC(=S)N
49407,13331,Thiohydantoin,Substrate,C1C(=O)NC(=S)N1
49408,13332,H+,Substrate,[H]
49409,13332,H2O,Product,[H]O[H]
49410,13332,L-Valine,Substrate,CC(C)C(N)C(O)=O
49411,13332,NADPH,Substrate,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
49412,13332,NADP+,Product,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
49413,13332,O2,Substrate,O=O
49414,13332,CO2,Product,O=C=O
49415,13332,2-Methylpropanal oxime,Product,CC(C)C=NO
49424,13334,H2O,Substrate,[H]O[H]
49425,13334,N-Carbamoyl-D-hydroxyphenylglycine,Product,[2H]NC(=O)N(C1=CC=CC=C1)C(C(=O)O)O
49426,13334,Hydroxyphenylhydantoin,Substrate,c1cc(ccc1C2C(=O)NC(=O)N2)O
49427,13335,H2O,Substrate,[H]O[H]
49428,13335,N-Carbamoyl-D-phenylglycine,Product,C1=CC=C(C=C1)[C@H](C(=O)[O-])NC(=O)N
49429,13335,Phenylhydantoin,Substrate,c1ccc(cc1)C2C(=O)NC(=O)N2
49485,13347,D-Glyceraldehyde 3-phosphate,Substrate,[H]C(O)(C=O)COP(O)(O)=O
49486,13347,Glycerate 3-phosphate,Product,OC(=O)C(O)COP(O)(O)=O
49487,13347,NAD+,Substrate,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N
49488,13347,NADH,Product,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
49489,13347,H+,Product,[H]
49490,13347,H2O,Substrate,[H]O[H]
49491,13348,alpha-D-Glucose 6-phosphate,Product,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O)O)O)O)OP(=O)(O)O
49492,13348,Phosphate,Product,OP(O)(O)=O
49493,13348,H2O,Substrate,[H]O[H]
49494,13348,"alpha-D-Glucose 1,6-bisphosphate",Substrate,OC1C(O)C(COP(O)(O)=O)OC(OP(O)(O)=O)C1(O)
49495,13349,H2O,Substrate,[H]O[H]
49496,13349,Choline,Product,C[N+](C)(C)CCO
49497,13349,2-Lysophosphatidylcholine,Substrate,[*]C(=O)OCC(O)COP(=O)(O)OCC[N+](C)(C)C
49498,13349,2-Lysophosphatidate,Product,[*]C(=O)OCC(O)COP(=O)(=O)OCC(O)COC([*])=O
49520,13353,H+,Substrate,[H]
49521,13353,H2O,Product,[H]O[H]
49522,13353,NADPH,Substrate,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
49523,13353,NADP+,Product,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
49524,13353,O2,Substrate,O=O
49525,13353,"2-Hydroxyamino-1-methyl-6-phenylimidazo[4,5-b]pyridine",Product,Cn1c2cc(cnc2nc1NO)c3ccccc3
49526,13353,"2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine",Substrate,Cn1c2cc(cnc2nc1N)c3ccccc3
49534,13355,H2O,Substrate,[H]O[H]
49535,13355,Choline,Product,C[N+](C)(C)CCO
49536,13355,Sphingosyl-phosphocholine,Substrate,CCCCCCCCCCCCCC=CC(O)C(N)COP(O)(=O)OCC[N+](C)(C)C
49537,13355,Sphingosine 1-phosphate,Product,CCCCCCCCCCCCCC=CC(O)C(N)COP(O)(O)=O
49541,13357,H2O,Product,[H]O[H]
49542,13357,CTP,Substrate,NC=1C=CN(C(=O)N=1)C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)
49543,13357,dCTP,Product,NC=1C=CN(C(=O)N=1)C2CC(O)C(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O2
49544,13357,"1,4-Dithiothreitol",Substrate,OC(CS)C(O)CS
49545,13357,Oxidized dithiothreitol,Product,OC1CSSCC1(O)
49546,13358,H+,Substrate,[H]
49547,13358,NADPH,Substrate,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
49548,13358,NADP+,Product,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
49549,13358,Cyclohex-1-ene-1-carboxyl-CoA,Substrate,CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCSC(=O)C=4CCCCC=4
49550,13358,Cyclohexane-1-carboxyl-CoA,Product,CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCSC(=O)C4CCCCC4
49564,13362,H2O,Product,[H]O[H]
49565,13362,Thioredoxin disulfide,Product,[*]C(=O)C1CSSCC([*])C(=O)N1
49566,13362,Arsenite,Product,[O-][As]([O-])[O-]
49567,13362,Arsenate,Substrate,O[As](O)(O)=O
49568,13362,Thioredoxin,Substrate,[*]C(=O)C(CS)NC(=O)C([*])CS
49653,13383,dGMP,Product,NC=2NC(=O)c3ncn(C1CC(O)C(COP(O)(O)=O)O1)c3(N=2)
49654,13383,UDP,Product,O=C1C=CN(C(=O)N1)C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)
49655,13383,UTP,Substrate,O=C1C=CN(C(=O)N1)C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)
49656,13383,Deoxyguanosine,Substrate,NC=2NC(=O)c3ncn(C1CC(O)C(CO)O1)c3(N=2)
49657,13384,dGMP,Product,NC=2NC(=O)c3ncn(C1CC(O)C(COP(O)(O)=O)O1)c3(N=2)
49658,13384,CTP,Substrate,NC=1C=CN(C(=O)N=1)C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)
49659,13384,CDP,Product,NC=1C=CN(C(=O)N=1)C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)
49660,13384,Deoxyguanosine,Substrate,NC=2NC(=O)c3ncn(C1CC(O)C(CO)O1)c3(N=2)
49661,13385,dGMP,Product,NC=2NC(=O)c3ncn(C1CC(O)C(COP(O)(O)=O)O1)c3(N=2)
49662,13385,GDP,Product,NC=1NC(=O)c2ncn(c2(N=1))C3OC(COP(O)(=O)OP(O)(O)=O)C(O)C3(O)
49663,13385,GTP,Substrate,NC=1NC(=O)c2ncn(c2(N=1))C3OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C3(O)
49664,13385,Deoxyguanosine,Substrate,NC=2NC(=O)c3ncn(C1CC(O)C(CO)O1)c3(N=2)
49750,13415,D-Fructose,Substrate,OCC1OC(O)(CO)C(O)C1(O)
49751,13415,D-Fructose,Product,OCC1OC(O)(CO)C(O)C1(O)
49768,13420,NAD+,Substrate,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N
49769,13420,NADH,Product,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
49770,13420,H+,Product,[H]
49771,13420,D-Xylulose 5-phosphate,Product,OCC(=O)C(O)C(O)COP(O)(O)=O
49772,13420,Xylitol 5-phosphate,Substrate,OCC(O)C(O)C(O)COP(O)(O)=O
49773,13421,L-Glutamine,Substrate,NC(=O)CCC(N)C(O)=O
49774,13421,L-Glutamine,Product,NC(=O)CCC(N)C(O)=O
49787,13425,L-Tryptophan,Substrate,NC(Cc1cnc2ccccc12)C(O)=O
49788,13425,L-Tryptophan,Product,NC(Cc1cnc2ccccc12)C(O)=O
49789,13426,"3,3'5-Triiodo-L-thyronine",Substrate,NC(Cc2cc(c(Oc1ccc(O)c(c1)I)c(c2)I)I)C(O)=O
49790,13426,"3,3'5-Triiodo-L-thyronine",Product,NC(Cc2cc(c(Oc1ccc(O)c(c1)I)c(c2)I)I)C(O)=O
49791,13427,H2O,Substrate,[H]O[H]
49792,13427,Acetate,Product,CC(O)=O
49793,13427,Isoamyl alcohol,Product,CC(C)CCO
49794,13427,Isoamyl acetate,Substrate,CC(C)CCOC(C)=O
49799,13429,Coenzyme A,Product,CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCS
49800,13429,Acetyl-CoA,Substrate,CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23
49801,13429,Isoamyl alcohol,Substrate,CC(C)CCO
49802,13429,Isoamyl acetate,Product,CC(C)CCOC(C)=O
49803,13430,ATP,Substrate,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O))
49804,13430,ADP,Product,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O))
49805,13430,Phosphate,Product,OP(O)(O)=O
49806,13430,H2O,Substrate,[H]O[H]
49807,13430,Zn2+,Substrate,[Zn]
49808,13430,Zn2+,Product,[Zn]
49847,13439,"S-(2,4-Dinitrophenyl)glutathione",Substrate,NC(CCC(=O)NC(CSc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C(=O)NCC(O)=O)C(O)=O
49848,13439,"S-(2,4-Dinitrophenyl)glutathione",Product,NC(CCC(=O)NC(CSc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C(=O)NCC(O)=O)C(O)=O
49849,13440,NAD+,Substrate,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N
49850,13440,NADH,Product,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
49851,13440,H+,Product,[H]
49852,13440,H2O,Substrate,[H]O[H]
49853,13440,2-Oxoglutarate,Product,OC(=O)CCC(=O)C(O)=O
49854,13440,"2,5-Dioxopentanoate",Substrate,[H]C(=O)CCC(=O)C(O)=O
49889,13451,Acetate,Product,CC(O)=O
49890,13451,H2O,Substrate,[H]O[H]
49891,13451,Phenacetin,Substrate,CCOc1ccc(cc1)NC(C)=O
49892,13451,p-Phenetidine,Product,CCOc1ccc(cc1)N
49893,13452,H2O,Substrate,[H]O[H]
49894,13452,Acetate,Product,CC(O)=O
49895,13452,Rifampicin,Substrate,COC1C=COC4(C)(Oc5c(C)c(O)c3c(O)c(NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1(C))c(C=NN2CCN(C)CC2)c(O)c3c5(C4(=O)))
49896,13452,25-Deacetylrifampicin,Product,Cc1c(c2c3c4c1O[C@@](C4=O)(O/C=C/[C@@H]([C@@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]([C@H](/C=C/C=C(\C(=O)NC(=C2O)/C(=C\NN5CCN(CC5)C)/C3=O)/C)C)O)C)O)C)O)C)OC)C)O
49911,13457,GDP,Substrate,NC=1NC(=O)c2ncn(c2(N=1))C3OC(COP(O)(=O)OP(O)(O)=O)C(O)C3(O)
49912,13457,GDP,Product,NC=1NC(=O)c2ncn(c2(N=1))C3OC(COP(O)(=O)OP(O)(O)=O)C(O)C3(O)
49913,13457,GTP,Substrate,NC=1NC(=O)c2ncn(c2(N=1))C3OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C3(O)
49914,13457,GTP,Product,NC=1NC(=O)c2ncn(c2(N=1))C3OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C3(O)
49915,13458,UDP,Product,O=C1C=CN(C(=O)N1)C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)
49916,13458,GDP,Substrate,NC=1NC(=O)c2ncn(c2(N=1))C3OC(COP(O)(=O)OP(O)(O)=O)C(O)C3(O)
49917,13458,GTP,Product,NC=1NC(=O)c2ncn(c2(N=1))C3OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C3(O)
49918,13458,UTP,Substrate,O=C1C=CN(C(=O)N1)C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)
49919,13459,GDP,Substrate,NC=1NC(=O)c2ncn(c2(N=1))C3OC(COP(O)(=O)OP(O)(O)=O)C(O)C3(O)
49920,13459,GTP,Product,NC=1NC(=O)c2ncn(c2(N=1))C3OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C3(O)
49921,13459,CTP,Substrate,NC=1C=CN(C(=O)N=1)C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)
49922,13459,CDP,Product,NC=1C=CN(C(=O)N=1)C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)
49925,13461,Methionine,Substrate,CSCCC(N)C(O)=O
49926,13461,Methionine,Product,CSCCC(N)C(O)=O
49927,13462,Glycine,Substrate,NCC(O)=O
49928,13462,Glycine,Product,NCC(O)=O
49929,13463,L-Serine,Substrate,NC(CO)C(O)=O
49930,13463,L-Serine,Product,NC(CO)C(O)=O
49931,13464,L-Threonine,Substrate,CC(O)C(N)C(O)=O
49932,13464,L-Threonine,Product,CC(O)C(N)C(O)=O
49933,13465,L-Cysteine,Substrate,NC(CS)C(O)=O
49934,13465,L-Cysteine,Product,NC(CS)C(O)=O
49935,13466,L-Asparagine,Substrate,NC(=O)CC(N)C(O)=O
49936,13466,L-Asparagine,Product,NC(=O)CC(N)C(O)=O
49937,13467,L-Isoleucine,Substrate,CCC(C)C(N)C(O)=O
49938,13467,L-Isoleucine,Product,CCC(C)C(N)C(O)=O
49939,13468,L-Valine,Substrate,CC(C)C(N)C(O)=O
49940,13468,L-Valine,Product,CC(C)C(N)C(O)=O
49941,13469,L-Methionine,Substrate,CSCCC(N)C(O)=O
49942,13469,L-Methionine,Product,CSCCC(N)C(O)=O
49943,13470,L-Phenylalanine,Substrate,NC(Cc1ccccc1)C(O)=O
49944,13470,L-Phenylalanine,Product,NC(Cc1ccccc1)C(O)=O
49945,13471,L-Tyrosine,Substrate,NC(Cc1ccc(O)cc1)C(O)=O
49946,13471,L-Tyrosine,Product,NC(Cc1ccc(O)cc1)C(O)=O
49947,13472,L-Histidine,Substrate,NC(Cc1cncn1)C(O)=O
49948,13472,L-Histidine,Product,NC(Cc1cncn1)C(O)=O
49967,13477,H2O,Substrate,[H]O[H]
49968,13477,hydrolyzed Mannohexaose,Product,C([C@H]([C@H]([C@@H]([C@@H](C=O)O)O)O)O)O
